TradingDay,CF,FG,MA,OI,RM,SR,TA,a,ag,au,bu,c,cs,hc,i,j,jd,jm,l,m,p,pp,rb,ru,v,y
20180417,-324.8862897985702,-296.07698001481083,0.0,0.0,0.0,-0.0,0.0,535.8509823934704,273.5229759299694,145.85232452141884,1218.6379928315378,-57.438253877080605,0.0,0.0,0.0,2348.224513172964,441.82621502208576,0.0,0.0,0.0,-0.0,-0.0,804.2895442359256,-0.0,0.0,0.0
20180418,-97.6244712007859,0.0,1570.0934579439268,-0.0,-0.0,0.0,654.783557657327,-0.0,381.88761593017216,-54.61496450025877,0.0,-114.94252873562914,0.0,0.0,0.0,7162.8427532176775,-2199.413489736084,0.0,0.0,-0.0,0.0,0.0,1832.1513002364034,0.0,303.4901365705721,-0.0
20180419,0.0,0.0,-257.6370997423583,0.0,-0.0,0.0,1445.6089627755787,-0.0,0.0,0.0,0.0,-0.0,-0.0,1202.1246854906449,0.0,4592.112371690991,-1680.2569804793466,0.0,868.6210640607981,-0.0,0.0,792.8531546622014,0.0,0.0,2874.432677760953,0.0
20180420,-0.0,-0.0,-0.0,275.65084226645945,0.0,0.0,-1353.758460990383,0.0,-0.0,-0.0,-0.0,0.0,0.0,-1823.2044198895062,-0.0,-2825.455505677324,-174.4330924495438,-0.0,-1722.2820236813673,0.0,-0.0,-4896.96432528251,-0.0,-0.0,-2237.1364653243872,-0.0
20180423,0.0,0.0,0.0,244.34941967012915,-0.0,-381.81818181818323,1147.7761836441684,-516.12903225805,-399.9999999999947,-0.0,-0.0,-0.0,-0.0,5185.391692221906,0.0,0.0,0.0,0.0,0.0,-835.3960396039606,0.0,795.0028392958684,0.0,0.0,1282.0512820512884,0.0
20180424,-291.07373868046795,0.0,0.0,-2135.4484441732916,-0.0,-565.7966782259517,142.65335235378126,-25.940337224401247,-1419.0093708166064,-0.0,0.0,-0.0,0.0,-271.7391304347907,-0.0,362.4126326689076,-0.0,0.0,0.0,-343.2137285491388,-0.0,169.6832579185477,0.0,-1284.246575342456,1787.0439314966359,-0.0
20180425,-518.9750243269513,-0.0,-1506.2454077883888,370.0277520814074,0.0,0.0,-569.8005698005454,0.0,-0.0,-0.0,-0.0,-0.0,0.0,54.421768707491765,-0.0,-361.10394635026825,-0.0,-0.0,0.0,0.0,0.0,2010.1637492941816,308.8152723189312,650.477016478746,-147.6014760147653,0.0
20180426,0.0,0.0,-671.3912719134698,-1167.4347158217927,-0.0,-0.0,-857.1428571428626,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-161.7250673854409,-811.9925046845635,-120.24048096192601,-313.0590339892569,-419.8152812762369,-3188.2809133994024,516.9867060561293,-0.0
20180427,-0.0,-0.0,0.0,-927.07045735477,-0.0,-0.0,71.73601147775521,-0.0,-326.97547683924176,-0.0,0.0,0.0,0.0,0.0,-1074.1138560687396,-1122.129436325681,0.0,-0.0,161.98704103671318,-251.88916876575095,321.02728731943665,470.3247480403116,0.0,-2276.7075306479687,1616.4584864070728,-0.0
20180502,0.0,0.0,932.4878776575905,341.50884818379905,0.0,-0.0,1792.1146953405207,0.0,-903.534414031366,-0.0,0.0,0.0,0.0,0.0,2931.5960912052055,4961.731327527046,0.0,0.0,3018.867924528321,0.0,-240.3846153846197,4748.105216228249,0.0,2081.4880425154997,0.0,0.0
20180503,0.0,0.0,-147.8196600147814,1361.3861386138499,0.0,0.0,-355.2397868561372,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-502.8916268543937,-364.0776699029149,-0.0,1486.9888475836374,-0.0,-120.33694344163874,304.8448557430744,-0.0,0.0,655.9766763848439,0.0
20180504,64.246707356243,-0.0,0.0,-676.0909649662058,-0.0,0.0,-142.34875444839952,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,957.902697252317,-316.68696711327937,0.0,1159.7258829731175,-0.0,-0.0,1826.2854658114934,-0.0,86.16975441619927,-0.0,-0.0
20180507,995.1845906902178,0.0,144.9800652410288,585.8772741288991,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,1630.7074761665972,0.0,2628.3367556468265,733.7526205450558,-0.0,0.0,-129.26855542389953,-0.0,2582.866982350419,0.0,0.0
20180508,-127.14558169105078,-0.0,-36.19254433587024,61.31207847945269,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-120.04801920769218,-522.1932114882383,-0.0,0.0,-258.7043225180561,-0.0,-509.9872503187382,-214.59227467810086,-0.0
20180509,-890.585241730284,-0.0,0.0,2574.3181121667108,0.0,-0.0,-105.82010582010304,-0.0,-212.93585307425522,-0.0,0.0,0.0,0.0,-0.0,-0.0,-1805.1434223541107,-0.0,-3124.9999999999754,-209.42408376964323,0.0,0.0,-0.0,-0.0,-1107.7971878994524,-645.1612903225849,0.0
20180510,351.4376996805207,0.0,252.4341868012937,181.5431164901749,0.0,-0.0,2542.372881355921,0.0,400.1066951187001,0.0,0.0,286.2049227246632,46.10419548179796,0.0,0.0,679.9294887937616,0.0,2035.0020350020118,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
20180511,-2.4488156831454577e-11,-0.0,431.6546762589911,60.4594921402741,-0.0,0.0,2022.3152022315408,-817.9419525066022,0.0,0.0,0.0,114.15525114154948,46.08294930874814,0.0,0.0,0.0,-411.12454655381066,1571.3134568896091,0.0,-0.0,0.0,-140.14661492021904,0.0,0.0,-0.0,-0.0
20180514,731.2614259597786,0.0,-0.0,-0.0,-0.0,0.0,0.0,-133.0140994945481,-0.0,-0.0,-0.0,0.0,0.0,53.09264666842754,0.0,846.8424872973619,-194.2690626517703,0.0,-0.0,-0.0,-510.2040816326537,-809.6728921515744,-0.0,-684.9315068493098,0.0,-0.0
20180515,-1092.896174863385,0.0,0.0,-0.0,-0.0,-0.0,966.5170866413457,-1385.1891315929763,-0.0,-0.0,0.0,0.0,-275.4820936639164,716.3703900238899,-512.2950819672178,863.7236084453062,-0.0,1586.6719555731868,0.0,-0.0,78.89546351084526,0.0,381.78347422962077,-0.0,-0.0,-0.0
20180516,4090.3540903540916,0.0,0.0,-0.0,-0.0,0.0,-68.37606837607558,-2253.218884120161,-0.0,-0.0,197.36842105263372,169.77928692699038,828.7292817679695,0.0,-617.9196704428455,1474.7859181731742,0.0,78.70916961825577,0.0,-0.0,-0.0,0.0,-108.66612333605624,0.0,0.0,-0.0
