TradingDay,CF,FG,MA,OI,RM,SR,TA,a,ag,au,bu,c,cs,hc,i,j,jd,jm,l,m,p,pp,rb,ru,v,y
20180223,14762.469827543846,2080.597885886116,3014.9926553193504,5701.226746981636,3896.335000168313,3887.4725025512735,6614.058977242343,4131.080157943267,3007.203315405399,244.1769417468268,1881.8578321538162,1626.8816868768201,2658.380655989975,5133.464013232533,1014.2326898464647,2195.9492970460797,3625.2097503038954,1397.4629284683506,12311.503234136353,6659.771706768126,3689.9532572687817,15145.046602641123,2769.0119576395505,6977.606024392577,4729.11158766051,4485.218252560667
20180226,14923.995525259013,2081.9961371535123,2945.206206877962,5726.366014527382,3904.251162297871,3891.4926395756283,6703.717753784731,4135.634821843976,3031.612433225248,245.28845368121694,1892.6964661763004,1641.2391645326552,2711.9469016355088,5273.044605737345,1015.157241067838,2253.295113898251,3629.9948740503364,1411.4575500696071,12279.408595882607,6693.554789487613,3712.418726110601,14992.033449089075,2824.4062206563967,7023.761394981944,4768.550729028414,4513.30938984184
20180227,14870.153626020625,2086.1908909557023,2917.945875455545,5708.409394851849,3899.501465020136,3876.7521371529933,6726.707183667394,4157.269475372345,3025.9169724006165,243.99909983732434,1883.2126614066267,1640.3418221791655,2700.7353618492343,5297.600450715044,1010.5344849609717,2247.857148507097,3613.725453312436,1427.951211242517,12176.705753470625,6693.554789487613,3718.0350933210557,14933.43266687765,2829.314573075611,6996.611176988198,4729.11158766051,4499.263821201253
20180228,14875.048344133205,2091.7838960252884,2920.1267019693382,5737.1399863327015,3946.9984377974824,3867.3718174294986,6722.109297690861,4167.517469148941,2997.439668277459,241.9094574006709,1894.051295429111,1642.136506886145,2699.4896352063147,5282.091495992287,1004.0626264113589,2214.240635179962,3606.06925531813,1411.9573579839378,12176.705753470625,6774.63418801438,3741.9046539654883,14892.73767923083,2818.7966750344376,7075.346809170061,4793.648364444353,4522.673102268898
20180301,14923.995525259013,2093.182147292685,2903.770503115888,5737.1399863327015,3967.5804593343328,3864.021703242536,6689.924095855133,4186.874790726955,2990.1169329315044,241.59823405904163,1883.2126614066267,1640.3418221791655,2684.5409154912822,5291.1383862472285,1006.8362800754786,2233.0263338039495,3609.8973543152833,1400.4617759543341,12427.043931849832,6878.235641687473,3748.925112978557,15092.957018453191,2827.2109934673763,7064.486721972562,4865.355894204179,4524.233721006741
20180302,14855.469471682882,2094.580398560082,2919.0362887124415,5782.031535521533,4081.5731939999637,3858.661520543396,6699.119867808198,4225.589433882984,2996.6260310167977,242.48744360655374,1876.438515142574,1651.109930421042,2692.0152753487987,5324.741121479868,996.6662166403728,2216.712437630487,3629.9948740503364,1393.4644651537058,12356.435727691594,7047.151055284906,3696.97371628185,15076.679023394463,2821.601447845417,7031.906460380068,4872.5266471801615,4567.931045666343
20180305,15036.574041848375,2075.0048808165293,2920.1267019693382,5726.366014527382,4068.9073345926713,3833.8706755598737,6650.842065054604,4213.064108156033,3008.0169526660607,243.33219267669025,1841.2129545695004,1677.1328586722432,2743.0900677084933,5230.394980249764,961.5332702281889,2152.4455739168466,3522.8081021300522,1373.9719564948125,12247.313957628863,7026.881205653213,3688.5491654661682,14930.177067865905,2774.6215032615096,7088.921918166933,4772.136105516405,4567.931045666343
20180306,15100.205377311924,2075.0048808165293,2909.2225694003714,5713.796380754509,4060.991172463114,3798.3594651780713,6637.048407125006,4202.816114379438,3000.694217320106,243.02096933506104,1847.987100833553,1684.3115975001608,2736.8614344938965,5223.932915781948,962.4578214495622,2169.2538305804137,3534.292399121511,1377.4706118951267,12240.895029978114,7033.637822197111,3689.9532572687817,15019.706040688912,2783.0358216944483,7021.046373182569,4732.696964148501,4550.764239550071
20180307,14899.52193469611,2069.411875746943,2917.945875455545,5658.130859760357,4041.9923833521752,3798.3594651780713,6549.688573570884,4184.5974587766,3019.407874315323,244.08802079207558,1835.7936375582583,1666.3647504303667,2729.38707463638,5099.861277999893,956.9105141213226,2126.73882843139,3500.7965328964224,1346.9823291209602,12157.448970518379,7020.124589109316,3659.063237611281,14894.365478736701,2727.6415586776025,6985.7510897907005,4729.11158766051,4499.263821201253
20180308,14806.522290557074,2049.836358003391,2880.8718247210572,5663.517845663017,4034.0762212226177,3789.6491682919686,6501.4107708172905,4208.509444255324,3013.712413490692,243.6434160183195,1834.4388083054478,1654.6992998350008,2726.8956213505417,5018.4392657054195,925.4757725946318,2088.178710203206,3511.3238051385933,1323.9911650617526,11945.624358043666,7015.620178080051,3604.303657309347,14601.361567679587,2660.3270112140935,7010.186285985072,4592.867281116841,4472.733302657923
